days_to_election,state,countyfips,gender,age,race,party_affiliation,partisanship,voted_previous_pres,ballots_requested,ballots_returned
19,NE,31055,Female,22-29,Caucasian,No Party Affiliation,Total,Total,36,36
19,NE,31055,Female,22-29,Caucasian,Other/Unknown,Total,Total,8,5
19,NE,31055,Female,22-29,Caucasian,Republican,Total,Total,38,30
19,NE,31055,Female,22-29,Hispanic,Democrat,Total,Total,12,6
19,NE,31055,Female,22-29,Hispanic,No Party Affiliation,Total,Total,5,4
19,NE,31055,Female,22-29,Hispanic,Other/Unknown,Total,Total,0,1
19,NE,31055,Female,22-29,Hispanic,Republican,Total,Total,1,0
19,NE,31055,Female,22-29,Other,Democrat,Total,Total,0,2
19,NE,31055,Female,30-39,Asian,Democrat,Total,Total,1,2
19,NE,31055,Female,30-39,Asian,No Party Affiliation,Total,Total,4,2
19,NE,31055,Female,30-39,Asian,Other/Unknown,Total,Total,1,0
19,NE,31055,Female,30-39,Black,Democrat,Total,Total,16,15
19,NE,31055,Female,30-39,Black,No Party Affiliation,Total,Total,5,7
19,NE,31055,Female,30-39,Black,Other/Unknown,Total,Total,1,3
19,NE,31055,Female,30-39,Black,Republican,Total,Total,4,1
19,NE,31055,Female,30-39,Caucasian,Democrat,Total,Total,100,158
19,NE,31055,Female,30-39,Caucasian,No Party Affiliation,Total,Total,54,68
19,NE,31055,Female,30-39,Caucasian,Other/Unknown,Total,Total,7,7
19,NE,31055,Female,30-39,Caucasian,Republican,Total,Total,51,39
19,NE,31055,Female,30-39,Hispanic,Democrat,Total,Total,8,4
19,NE,31055,Female,30-39,Hispanic,No Party Affiliation,Total,Total,4,4
19,NE,31055,Female,30-39,Hispanic,Other/Unknown,Total,Total,1,0
19,NE,31055,Female,30-39,Hispanic,Republican,Total,Total,0,1
19,NE,31055,Female,30-39,Other,Democrat,Total,Total,0,1
19,NE,31055,Female,40-49,Asian,Democrat,Total,Total,2,0
19,NE,31055,Female,40-49,Asian,No Party Affiliation,Total,Total,2,1
19,NE,31055,Female,40-49,Asian,Republican,Total,Total,1,1
19,NE,31055,Female,40-49,Black,Democrat,Total,Total,12,26
19,NE,31055,Female,40-49,Black,No Party Affiliation,Total,Total,4,11
19,NE,31055,Female,40-49,Black,Other/Unknown,Total,Total,1,1
19,NE,31055,Female,40-49,Black,Republican,Total,Total,3,1
19,NE,31055,Female,40-49,Caucasian,Democrat,Total,Total,80,135
19,NE,31055,Female,40-49,Caucasian,No Party Affiliation,Total,Total,59,58
19,NE,31055,Female,40-49,Caucasian,Other/Unknown,Total,Total,5,2
19,NE,31055,Female,40-49,Caucasian,Republican,Total,Total,59,69
19,NE,31055,Female,40-49,Hispanic,Democrat,Total,Total,2,7
19,NE,31055,Female,40-49,Hispanic,No Party Affiliation,Total,Total,1,2
19,NE,31055,Female,40-49,Hispanic,Other/Unknown,Total,Total,1,1
19,NE,31055,Female,40-49,Hispanic,Republican,Total,Total,2,4
19,NE,31055,Female,40-49,Other,Democrat,Total,Total,3,0
19,NE,31055,Female,40-49,Other,No Party Affiliation,Total,Total,0,3
19,NE,31055,Female,50-64,Asian,Democrat,Total,Total,2,3
19,NE,31055,Female,50-64,Asian,No Party Affiliation,Total,Total,1,5
19,NE,31055,Female,50-64,Asian,Republican,Total,Total,1,4
19,NE,31055,Female,50-64,Black,Democrat,Total,Total,30,45
19,NE,31055,Female,50-64,Black,No Party Affiliation,Total,Total,3,5
19,NE,31055,Female,50-64,Black,Republican,Total,Total,4,8
19,NE,31055,Female,50-64,Caucasian,Democrat,Total,Total,98,257
19,NE,31055,Female,50-64,Caucasian,No Party Affiliation,Total,Total,53,97
19,NE,31055,Female,50-64,Caucasian,Other/Unknown,Total,Total,8,6
19,NE,31055,Female,50-64,Caucasian,Republican,Total,Total,134,240
19,NE,31055,Female,50-64,Hispanic,Democrat,Total,Total,8,11
19,NE,31055,Female,50-64,Hispanic,No Party Affiliation,Total,Total,1,4
19,NE,31055,Female,50-64,Hispanic,Republican,Total,Total,2,3
19,NE,31055,Female,50-64,Other,No Party Affiliation,Total,Total,1,1
19,NE,31055,Female,65+,Asian,No Party Affiliation,Total,Total,3,0
19,NE,31055,Female,65+,Asian,Republican,Total,Total,1,1
19,NE,31055,Female,65+,Black,Democrat,Total,Total,14,36
19,NE,31055,Female,65+,Black,No Party Affiliation,Total,Total,2,4
19,NE,31055,Female,65+,Black,Republican,Total,Total,6,8
19,NE,31055,Female,65+,Caucasian,Democrat,Total,Total,65,283
19,NE,31055,Female,65+,Caucasian,No Party Affiliation,Total,Total,30,105
19,NE,31055,Female,65+,Caucasian,Other/Unknown,Total,Total,10,4
19,NE,31055,Female,65+,Caucasian,Republican,Total,Total,118,388
19,NE,31055,Female,65+,Hispanic,Democrat,Total,Total,2,8
19,NE,31055,Female,65+,Hispanic,No Party Affiliation,Total,Total,1,2
19,NE,31055,Female,65+,Hispanic,Republican,Total,Total,2,3
19,NE,31055,Female,65+,Other,Democrat,Total,Total,2,0
19,NE,31055,Female,Unknown,Black,Other/Unknown,Total,Total,1,0
19,NE,31055,Female,Unknown,Caucasian,Other/Unknown,Total,Total,4,1
19,NE,31055,Female,Unknown,Hispanic,Other/Unknown,Total,Total,1,0
19,NE,31055,Male,18-21,Asian,Democrat,Total,Total,1,0
19,NE,31055,Male,18-21,Asian,No Party Affiliation,Total,Total,0,1
19,NE,31055,Male,18-21,Asian,Republican,Total,Total,0,1
19,NE,31055,Male,18-21,Black,Democrat,Total,Total,2,1
19,NE,31055,Male,18-21,Black,No Party Affiliation,Total,Total,2,1
19,NE,31055,Male,18-21,Black,Republican,Total,Total,0,1
19,NE,31055,Male,18-21,Caucasian,Democrat,Total,Total,19,28
19,NE,31055,Male,18-21,Caucasian,No Party Affiliation,Total,Total,18,12
19,NE,31055,Male,18-21,Caucasian,Other/Unknown,Total,Total,2,1
19,NE,31055,Male,18-21,Caucasian,Republican,Total,Total,17,15
19,NE,31055,Male,18-21,Hispanic,Democrat,Total,Total,2,5
19,NE,31055,Male,18-21,Hispanic,No Party Affiliation,Total,Total,2,0
19,NE,31055,Male,18-21,Other,Democrat,Total,Total,1,0
19,NE,31055,Male,22-29,Asian,Democrat,Total,Total,2,2
19,NE,31055,Male,22-29,Asian,No Party Affiliation,Total,Total,2,0
19,NE,31055,Male,22-29,Asian,Republican,Total,Total,0,1
19,NE,31055,Male,22-29,Black,Democrat,Total,Total,10,11
19,NE,31055,Male,22-29,Black,No Party Affiliation,Total,Total,2,2
19,NE,31055,Male,22-29,Black,Other/Unknown,Total,Total,1,0
19,NE,31055,Male,22-29,Black,Republican,Total,Total,0,2
19,NE,31055,Male,22-29,Caucasian,Democrat,Total,Total,49,64
19,NE,31055,Male,22-29,Caucasian,No Party Affiliation,Total,Total,42,33
19,NE,31055,Male,22-29,Caucasian,Other/Unknown,Total,Total,4,3
19,NE,31055,Male,22-29,Caucasian,Republican,Total,Total,30,34
19,NE,31055,Male,22-29,Hispanic,Democrat,Total,Total,8,5
19,NE,31055,Male,22-29,Hispanic,No Party Affiliation,Total,Total,6,2
19,NE,31055,Male,22-29,Hispanic,Republican,Total,Total,1,0
19,NE,31055,Male,30-39,Asian,Democrat,Total,Total,3,1
19,NE,31055,Male,30-39,Asian,No Party Affiliation,Total,Total,0,1
19,NE,31055,Male,30-39,Black,Democrat,Total,Total,7,7
19,NE,31055,Male,30-39,Black,No Party Affiliation,Total,Total,3,1
19,NE,31055,Male,30-39,Black,Other/Unknown,Total,Total,1,1
19,NE,31055,Male,30-39,Black,Republican,Total,Total,6,5
19,NE,31055,Male,30-39,Caucasian,Democrat,Total,Total,52,100
19,NE,31055,Male,30-39,Caucasian,No Party Affiliation,Total,Total,70,66
19,NE,31055,Male,30-39,Caucasian,Other/Unknown,Total,Total,6,3
19,NE,31055,Male,30-39,Caucasian,Republican,Total,Total,44,58
19,NE,31055,Male,30-39,Hispanic,Democrat,Total,Total,6,5
19,NE,31055,Male,30-39,Hispanic,No Party Affiliation,Total,Total,5,9
19,NE,31055,Male,30-39,Hispanic,Other/Unknown,Total,Total,0,1
19,NE,31055,Male,30-39,Other,Democrat,Total,Total,2,1
19,NE,31055,Male,30-39,Other,No Party Affiliation,Total,Total,0,2
19,NE,31055,Male,30-39,Other,Other/Unknown,Total,Total,2,0
19,NE,31055,Male,40-49,Asian,Democrat,Total,Total,2,5
19,NE,31055,Male,40-49,Asian,No Party Affiliation,Total,Total,3,0
19,NE,31055,Male,40-49,Asian,Other/Unknown,Total,Total,1,0
19,NE,31055,Male,40-49,Black,Democrat,Total,Total,8,12
19,NE,31055,Male,40-49,Black,No Party Affiliation,Total,Total,4,2
19,NE,31055,Male,40-49,Black,Other/Unknown,Total,Total,1,0
19,NE,31055,Male,40-49,Black,Republican,Total,Total,2,2
19,NE,31055,Male,40-49,Caucasian,Democrat,Total,Total,47,90
19,NE,31055,Male,40-49,Caucasian,No Party Affiliation,Total,Total,54,81
19,NE,31055,Male,40-49,Caucasian,Other/Unknown,Total,Total,4,5
19,NE,31055,Male,40-49,Caucasian,Republican,Total,Total,60,81
19,NE,31055,Male,40-49,Hispanic,Democrat,Total,Total,3,3
19,NE,31055,Male,40-49,Hispanic,No Party Affiliation,Total,Total,1,3
19,NE,31055,Male,40-49,Hispanic,Other/Unknown,Total,Total,1,0
19,NE,31055,Male,40-49,Hispanic,Republican,Total,Total,3,2
19,NE,31055,Male,40-49,Other,No Party Affiliation,Total,Total,1,0
19,NE,31055,Male,40-49,Other,Other/Unknown,Total,Total,1,0
19,NE,31055,Male,40-49,Other,Republican,Total,Total,1,0
19,NE,31055,Male,50-64,Asian,Democrat,Total,Total,2,0
19,NE,31055,Male,50-64,Asian,No Party Affiliation,Total,Total,3,2
19,NE,31055,Male,50-64,Asian,Republican,Total,Total,0,1
19,NE,31055,Male,50-64,Black,Democrat,Total,Total,26,20
19,NE,31055,Male,50-64,Black,No Party Affiliation,Total,Total,2,4
19,NE,31055,Male,50-64,Black,Other/Unknown,Total,Total,1,0
19,NE,31055,Male,50-64,Black,Republican,Total,Total,12,10
19,NE,31055,Male,50-64,Caucasian,Democrat,Total,Total,64,161
19,NE,31055,Male,50-64,Caucasian,No Party Affiliation,Total,Total,56,97
19,NE,31055,Male,50-64,Caucasian,Other/Unknown,Total,Total,8,4
19,NE,31055,Male,50-64,Caucasian,Republican,Total,Total,114,221
19,NE,31055,Male,50-64,Hispanic,Democrat,Total,Total,3,6
19,NE,31055,Male,50-64,Hispanic,No Party Affiliation,Total,Total,4,3
19,NE,31055,Male,50-64,Hispanic,Republican,Total,Total,4,3
19,NE,31055,Male,50-64,Other,No Party Affiliation,Total,Total,1,0
19,NE,31055,Male,50-64,Other,Republican,Total,Total,0,2
19,NE,31055,Male,65+,Asian,Democrat,Total,Total,0,1
19,NE,31055,Male,65+,Asian,No Party Affiliation,Total,Total,2,1
19,NE,31055,Male,65+,Asian,Other/Unknown,Total,Total,1,0
19,NE,31055,Male,65+,Asian,Republican,Total,Total,1,6
19,NE,31055,Male,65+,Black,Democrat,Total,Total,7,21
19,NE,31055,Male,65+,Black,No Party Affiliation,Total,Total,0,7
19,NE,31055,Male,65+,Black,Other/Unknown,Total,Total,1,0
19,NE,31055,Male,65+,Black,Republican,Total,Total,7,13
19,NE,31055,Male,65+,Caucasian,Democrat,Total,Total,40,197
19,NE,31055,Male,65+,Caucasian,No Party Affiliation,Total,Total,26,94
19,NE,31055,Male,65+,Caucasian,Other/Unknown,Total,Total,10,5
19,NE,31055,Male,65+,Caucasian,Republican,Total,Total,82,292
19,NE,31055,Male,65+,Hispanic,Democrat,Total,Total,3,5
19,NE,31055,Male,65+,Hispanic,No Party Affiliation,Total,Total,1,2
19,NE,31055,Male,65+,Hispanic,Republican,Total,Total,0,2
19,NE,31055,Male,65+,Other,Democrat,Total,Total,1,2
19,NE,31055,Male,65+,Other,Republican,Total,Total,0,2
19,NE,31055,Male,Unknown,Caucasian,Other/Unknown,Total,Total,0,1
19,NE,31055,Male,Unknown,Hispanic,Other/Unknown,Total,Total,1,1
19,NE,31055,Unknown,18-21,Asian,Democrat,Total,Total,1,0
19,NE,31055,Unknown,18-21,Asian,Republican,Total,Total,1,0
19,NE,31055,Unknown,18-21,Black,Democrat,Total,Total,1,0
19,NE,31055,Unknown,18-21,Black,No Party Affiliation,Total,Total,1,1
19,NE,31055,Unknown,18-21,Caucasian,Democrat,Total,Total,3,5
19,NE,31055,Unknown,18-21,Caucasian,No Party Affiliation,Total,Total,4,5
19,NE,31055,Unknown,18-21,Caucasian,Republican,Total,Total,0,1
19,NE,31055,Unknown,22-29,Black,Democrat,Total,Total,2,2
19,NE,31055,Unknown,22-29,Black,No Party Affiliation,Total,Total,2,0
19,NE,31055,Unknown,22-29,Caucasian,Democrat,Total,Total,7,4
19,NE,31055,Unknown,22-29,Caucasian,No Party Affiliation,Total,Total,2,1
19,NE,31055,Unknown,22-29,Caucasian,Other/Unknown,Total,Total,1,0
19,NE,31055,Unknown,22-29,Caucasian,Republican,Total,Total,0,1
19,NE,31055,Unknown,22-29,Hispanic,Democrat,Total,Total,1,0
19,NE,31055,Unknown,22-29,Hispanic,No Party Affiliation,Total,Total,1,0
19,NE,31055,Unknown,30-39,Asian,Democrat,Total,Total,2,1
19,NE,31055,Unknown,30-39,Asian,No Party Affiliation,Total,Total,1,0
19,NE,31055,Unknown,30-39,Black,Democrat,Total,Total,1,0
19,NE,31055,Unknown,30-39,Black,No Party Affiliation,Total,Total,3,2
19,NE,31055,Unknown,30-39,Caucasian,Democrat,Total,Total,2,2
19,NE,31055,Unknown,30-39,Caucasian,No Party Affiliation,Total,Total,1,1
19,NE,31055,Unknown,30-39,Caucasian,Republican,Total,Total,2,0
19,NE,31055,Unknown,40-49,Asian,No Party Affiliation,Total,Total,1,0
19,NE,31055,Unknown,40-49,Black,Democrat,Total,Total,1,2
19,NE,31055,Unknown,40-49,Caucasian,No Party Affiliation,Total,Total,1,3
19,NE,31055,Unknown,40-49,Caucasian,Republican,Total,Total,1,0
19,NE,31055,Unknown,40-49,Hispanic,Democrat,Total,Total,0,1
19,NE,31055,Unknown,50-64,Asian,Democrat,Total,Total,1,0
19,NE,31055,Unknown,50-64,Asian,No Party Affiliation,Total,Total,0,1
19,NE,31055,Unknown,50-64,Caucasian,Democrat,Total,Total,1,0
19,NE,31055,Unknown,50-64,Caucasian,No Party Affiliation,Total,Total,0,1
19,NE,31055,Unknown,50-64,Hispanic,Other/Unknown,Total,Total,1,0
19,NE,31055,Unknown,65+,Caucasian,Democrat,Total,Total,0,2
20,NE,31055,Female,18-21,Asian,No Party Affiliation,Total,Total,1,0
20,NE,31055,Female,18-21,Asian,Other/Unknown,Total,Total,1,0
20,NE,31055,Female,18-21,Black,Democrat,Total,Total,5,6
20,NE,31055,Female,18-21,Black,No Party Affiliation,Total,Total,2,1
20,NE,31055,Female,18-21,Black,Republican,Total,Total,0,3
20,NE,31055,Female,18-21,Caucasian,Democrat,Total,Total,23,49
20,NE,31055,Female,18-21,Caucasian,No Party Affiliation,Total,Total,12,21
20,NE,31055,Female,18-21,Caucasian,Other/Unknown,Total,Total,1,2
20,NE,31055,Female,18-21,Caucasian,Republican,Total,Total,10,14
20,NE,31055,Female,18-21,Hispanic,Democrat,Total,Total,4,6
20,NE,31055,Female,18-21,Hispanic,No Party Affiliation,Total,Total,3,3
20,NE,31055,Female,18-21,Hispanic,Other/Unknown,Total,Total,1,0
20,NE,31055,Female,18-21,Other,Democrat,Total,Total,0,1
20,NE,31055,Female,22-29,Asian,Democrat,Total,Total,2,1
20,NE,31055,Female,22-29,Asian,No Party Affiliation,Total,Total,1,2
20,NE,31055,Female,22-29,Asian,Republican,Total,Total,1,0
20,NE,31055,Female,22-29,Black,Democrat,Total,Total,14,21
20,NE,31055,Female,22-29,Black,No Party Affiliation,Total,Total,5,3
20,NE,31055,Female,22-29,Black,Other/Unknown,Total,Total,1,1
20,NE,31055,Female,22-29,Black,Republican,Total,Total,1,2
20,NE,31055,Female,22-29,Caucasian,Democrat,Total,Total,69,123
20,NE,31055,Female,22-29,Caucasian,No Party Affiliation,Total,Total,43,51
20,NE,31055,Female,22-29,Caucasian,Other/Unknown,Total,Total,4,3
20,NE,31055,Female,22-29,Caucasian,Republican,Total,Total,24,48
20,NE,31055,Female,22-29,Hispanic,Democrat,Total,Total,9,12
20,NE,31055,Female,22-29,Hispanic,No Party Affiliation,Total,Total,1,1
20,NE,31055,Female,22-29,Hispanic,Republican,Total,Total,2,1
20,NE,31055,Female,22-29,Other,Democrat,Total,Total,1,0
20,NE,31055,Female,22-29,Other,No Party Affiliation,Total,Total,2,0
20,NE,31055,Female,30-39,Asian,Democrat,Total,Total,1,3
20,NE,31055,Female,30-39,Asian,No Party Affiliation,Total,Total,1,1
20,NE,31055,Female,30-39,Asian,Republican,Total,Total,0,1
20,NE,31055,Female,30-39,Black,Democrat,Total,Total,16,23
20,NE,31055,Female,30-39,Black,No Party Affiliation,Total,Total,8,7
20,NE,31055,Female,30-39,Black,Other/Unknown,Total,Total,1,0
20,NE,31055,Female,30-39,Black,Republican,Total,Total,5,2
20,NE,31055,Female,30-39,Caucasian,Democrat,Total,Total,96,235
20,NE,31055,Female,30-39,Caucasian,No Party Affiliation,Total,Total,58,87
20,NE,31055,Female,30-39,Caucasian,Other/Unknown,Total,Total,3,11
20,NE,31055,Female,30-39,Caucasian,Republican,Total,Total,40,76
20,NE,31055,Female,30-39,Hispanic,Democrat,Total,Total,11,14
20,NE,31055,Female,30-39,Hispanic,No Party Affiliation,Total,Total,4,5
20,NE,31055,Female,30-39,Hispanic,Republican,Total,Total,2,0
20,NE,31055,Female,30-39,Other,Democrat,Total,Total,1,3
20,NE,31055,Female,30-39,Other,No Party Affiliation,Total,Total,0,2
20,NE,31055,Female,40-49,Asian,Democrat,Total,Total,0,2
20,NE,31055,Female,40-49,Asian,No Party Affiliation,Total,Total,0,3
20,NE,31055,Female,40-49,Asian,Other/Unknown,Total,Total,3,1
20,NE,31055,Female,40-49,Asian,Republican,Total,Total,1,1
20,NE,31055,Female,40-49,Black,Democrat,Total,Total,16,39
20,NE,31055,Female,40-49,Black,No Party Affiliation,Total,Total,3,8
20,NE,31055,Female,40-49,Black,Other/Unknown,Total,Total,1,0
20,NE,31055,Female,40-49,Black,Republican,Total,Total,0,7
20,NE,31055,Female,40-49,Caucasian,Democrat,Total,Total,59,186
20,NE,31055,Female,40-49,Caucasian,No Party Affiliation,Total,Total,33,82
20,NE,31055,Female,40-49,Caucasian,Other/Unknown,Total,Total,2,3
20,NE,31055,Female,40-49,Caucasian,Republican,Total,Total,45,95
20,NE,31055,Female,40-49,Hispanic,Democrat,Total,Total,3,16
20,NE,31055,Female,40-49,Hispanic,No Party Affiliation,Total,Total,1,3
20,NE,31055,Female,40-49,Hispanic,Republican,Total,Total,1,4
20,NE,31055,Female,40-49,Other,Democrat,Total,Total,1,1
20,NE,31055,Female,40-49,Other,No Party Affiliation,Total,Total,1,1
20,NE,31055,Female,50-64,Asian,Democrat,Total,Total,3,11
20,NE,31055,Female,50-64,Asian,No Party Affiliation,Total,Total,1,5
20,NE,31055,Female,50-64,Asian,Republican,Total,Total,2,4
20,NE,31055,Female,50-64,Black,Democrat,Total,Total,23,77
20,NE,31055,Female,50-64,Black,No Party Affiliation,Total,Total,4,3
20,NE,31055,Female,50-64,Black,Other/Unknown,Total,Total,0,1
20,NE,31055,Female,50-64,Black,Republican,Total,Total,5,16
20,NE,31055,Female,50-64,Caucasian,Democrat,Total,Total,94,398
20,NE,31055,Female,50-64,Caucasian,No Party Affiliation,Total,Total,61,141
20,NE,31055,Female,50-64,Caucasian,Other/Unknown,Total,Total,11,12
20,NE,31055,Female,50-64,Caucasian,Republican,Total,Total,103,329
20,NE,31055,Female,50-64,Hispanic,Democrat,Total,Total,3,15
20,NE,31055,Female,50-64,Hispanic,No Party Affiliation,Total,Total,1,9
20,NE,31055,Female,50-64,Hispanic,Republican,Total,Total,5,6
20,NE,31055,Female,50-64,Other,Democrat,Total,Total,1,1
20,NE,31055,Female,50-64,Other,No Party Affiliation,Total,Total,1,3
20,NE,31055,Female,50-64,Other,Republican,Total,Total,1,3
20,NE,31055,Female,65+,Asian,Democrat,Total,Total,0,4
20,NE,31055,Female,65+,Asian,No Party Affiliation,Total,Total,0,3
20,NE,31055,Female,65+,Asian,Republican,Total,Total,0,2
20,NE,31055,Female,65+,Black,Democrat,Total,Total,16,74
20,NE,31055,Female,65+,Black,No Party Affiliation,Total,Total,3,9
20,NE,31055,Female,65+,Black,Republican,Total,Total,5,17
20,NE,31055,Female,65+,Caucasian,Democrat,Total,Total,60,508
20,NE,31055,Female,65+,Caucasian,No Party Affiliation,Total,Total,28,139
20,NE,31055,Female,65+,Caucasian,Other/Unknown,Total,Total,5,10
20,NE,31055,Female,65+,Caucasian,Republican,Total,Total,114,576
20,NE,31055,Female,65+,Hispanic,Democrat,Total,Total,5,16
20,NE,31055,Female,65+,Hispanic,No Party Affiliation,Total,Total,0,4
20,NE,31055,Female,65+,Hispanic,Other/Unknown,Total,Total,0,1
20,NE,31055,Female,65+,Hispanic,Republican,Total,Total,3,8
20,NE,31055,Female,65+,Other,Democrat,Total,Total,1,5
20,NE,31055,Female,65+,Other,No Party Affiliation,Total,Total,0,2
20,NE,31055,Female,65+,Other,Republican,Total,Total,0,1
20,NE,31055,Female,Unknown,Caucasian,Other/Unknown,Total,Total,1,1
20,NE,31055,Female,Unknown,Hispanic,Other/Unknown,Total,Total,1,0
20,NE,31055,Male,18-21,Asian,Democrat,Total,Total,0,2
20,NE,31055,Male,18-21,Asian,No Party Affiliation,Total,Total,0,1
20,NE,31055,Male,18-21,Asian,Other/Unknown,Total,Total,1,1
20,NE,31055,Male,18-21,Black,Democrat,Total,Total,0,5
20,NE,31055,Male,18-21,Black,No Party Affiliation,Total,Total,0,1
20,NE,31055,Male,18-21,Black,Republican,Total,Total,1,2
20,NE,31055,Male,18-21,Caucasian,Democrat,Total,Total,9,32
20,NE,31055,Male,18-21,Caucasian,No Party Affiliation,Total,Total,5,13
20,NE,31055,Male,18-21,Caucasian,Other/Unknown,Total,Total,2,2
20,NE,31055,Male,18-21,Caucasian,Republican,Total,Total,15,26
20,NE,31055,Male,18-21,Hispanic,Democrat,Total,Total,0,1
20,NE,31055,Male,18-21,Hispanic,No Party Affiliation,Total,Total,1,1
20,NE,31055,Male,18-21,Hispanic,Republican,Total,Total,1,0
20,NE,31055,Male,22-29,Asian,Democrat,Total,Total,1,1
20,NE,31055,Male,22-29,Asian,No Party Affiliation,Total,Total,0,1
20,NE,31055,Male,22-29,Asian,Other/Unknown,Total,Total,0,1
20,NE,31055,Male,22-29,Asian,Republican,Total,Total,1,0
20,NE,31055,Male,22-29,Black,Democrat,Total,Total,6,6
20,NE,31055,Male,22-29,Black,No Party Affiliation,Total,Total,2,5
20,NE,31055,Male,22-29,Black,Other/Unknown,Total,Total,0,1
20,NE,31055,Male,22-29,Black,Republican,Total,Total,1,3
20,NE,31055,Male,22-29,Caucasian,Democrat,Total,Total,44,75
20,NE,31055,Male,22-29,Caucasian,No Party Affiliation,Total,Total,26,41
20,NE,31055,Male,22-29,Caucasian,Other/Unknown,Total,Total,9,5
20,NE,31055,Male,22-29,Caucasian,Republican,Total,Total,23,40
20,NE,31055,Male,22-29,Hispanic,Democrat,Total,Total,9,7
20,NE,31055,Male,22-29,Hispanic,No Party Affiliation,Total,Total,0,4
20,NE,31055,Male,22-29,Hispanic,Other/Unknown,Total,Total,0,2
20,NE,31055,Male,22-29,Hispanic,Republican,Total,Total,0,3
20,NE,31055,Male,22-29,Other,No Party Affiliation,Total,Total,0,1
20,NE,31055,Male,22-29,Other,Other/Unknown,Total,Total,1,1
20,NE,31055,Male,30-39,Asian,Democrat,Total,Total,0,5
20,NE,31055,Male,30-39,Asian,No Party Affiliation,Total,Total,1,2
20,NE,31055,Male,30-39,Asian,Republican,Total,Total,0,1
20,NE,31055,Male,30-39,Black,Democrat,Total,Total,11,17
20,NE,31055,Male,30-39,Black,No Party Affiliation,Total,Total,6,9
20,NE,31055,Male,30-39,Black,Other/Unknown,Total,Total,1,0
20,NE,31055,Male,30-39,Black,Republican,Total,Total,4,6
20,NE,31055,Male,30-39,Caucasian,Democrat,Total,Total,54,138
20,NE,31055,Male,30-39,Caucasian,No Party Affiliation,Total,Total,43,98
20,NE,31055,Male,30-39,Caucasian,Other/Unknown,Total,Total,9,15
